City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
375,wynyard,-41.0,145.7167,60.17,67,100,8.3,AU,1713748599
376,ostersund,63.1792,14.6357,14.02,98,81,2.77,SE,1713748599
377,cullinan,-25.6709,28.5236,61.14,38,0,3.27,ZA,1713748599
378,rio pardo de minas,-15.6097,-42.5397,67.39,83,100,7.67,BR,1713748600
379,westport,41.1415,-73.3579,45.41,59,100,7.05,US,1713748308
380,bossangoa,6.4926,17.4552,74.23,85,100,7.02,CF,1713748600
381,new norfolk,-42.7826,147.0587,65.46,51,13,3.15,AU,1713748600
382,san antonio de pale,-1.4014,5.6325,84.0,79,79,3.8,GQ,1713748600
383,riberalta,-10.9833,-66.1,78.39,86,100,3.71,BO,1713748600
384,vilcun,-38.65,-72.2333,56.64,64,100,7.2,CL,1713748601
385,dapa,9.7594,126.0531,83.19,76,100,7.9,PH,1713748601
386,acarau,-2.8856,-40.12,78.3,89,100,7.9,BR,1713748470
387,burang,30.25,81.1667,28.71,58,18,5.55,CN,1713748601
388,tutoia,-2.7619,-42.2744,78.96,89,98,6.53,BR,1713748602
389,tidjikja,18.5564,-11.4271,82.49,17,5,5.79,MR,1713748602
390,antsiranana,-12.2787,49.2917,78.1,85,100,9.51,MG,1713748602
391,touros,-5.1989,-35.4608,79.9,86,99,9.24,BR,1713748602
392,vilhena,-12.7406,-60.1458,71.04,98,88,2.71,BR,1713748602
393,huron,41.1501,-82.5499,40.35,63,40,7.4,US,1713748603
394,cabo san lucas,22.8909,-109.9124,74.44,58,0,13.33,MX,1713748523
395,sabang,5.8933,95.3214,83.98,78,100,4.94,ID,1713748603
396,nobres,-14.7203,-56.3275,75.54,91,100,3.89,BR,1713748603
397,bejar,40.3864,-5.7634,43.84,60,0,9.55,ES,1713748604
398,strezhevoy,60.7333,77.5889,24.76,90,56,11.32,RU,1713748604
399,tabou,4.423,-7.3528,80.62,87,98,6.62,CI,1713748604
400,inarajan village,13.2736,144.7484,82.71,73,7,15.75,GU,1713748604
401,nakuru,-0.2833,36.0667,62.08,89,100,3.38,KE,1713748604
402,gulf shores,30.246,-87.7008,64.83,54,0,17.11,US,1713748605
403,al farwaniyah,29.2775,47.9586,77.86,59,6,8.28,KW,1713748605
404,coahuayana de hidalgo,18.7,-103.6583,75.76,75,0,4.41,MX,1713748605
405,khilok,51.3674,110.4676,32.72,80,100,11.72,RU,1713748605
406,karratha,-20.7377,116.8463,80.1,32,1,13.91,AU,1713748605
407,cockburn town,21.4612,-71.1419,78.17,75,0,20.58,TC,1713748606
408,timimoun,29.2639,0.231,71.94,32,0,20.87,DZ,1713748606
409,kingston,17.997,-76.7936,75.79,87,6,2.35,JM,1713748606
